净值日期,单位净值,日增长率,累计净值
2024-05-16,1.0,0.0,1.0
2024-05-17,1.0,0.0,1.0
2024-05-24,1.0,0.0,1.0
2024-05-30,0.998,0.0,0.998
2024-05-31,1.0,0.2,1.0
2024-06-03,1.0,0.0,1.0
2024-06-04,0.999,-0.1,0.999
2024-06-05,0.997,-0.2,0.997
2024-06-06,0.9931,-0.39,0.9931
2024-06-07,0.9919,-0.12,0.9919
2024-06-11,0.994,0.21,0.994
2024-06-12,0.9974,0.34,0.9974
2024-06-13,0.9992,0.18,0.9992
2024-06-14,0.9976,-0.16,0.9976
2024-06-17,0.998,0.04,0.998
2024-06-18,0.9999,0.19,0.9999
2024-06-19,0.9943,-0.56,0.9943
2024-06-20,0.9889,-0.54,0.9889
2024-06-21,0.9881,-0.08,0.9881
2024-06-24,0.9796,-0.86,0.9796
2024-06-25,0.9791,-0.05,0.9791
2024-06-26,0.9859,0.69,0.9859
2024-06-27,0.98,-0.6,0.98
2024-06-28,0.982,0.2,0.982
2024-06-30,0.9819,-0.01,0.9819
2024-07-01,0.9804,-0.15,0.9804
2024-07-02,0.9774,-0.31,0.9774
2024-07-03,0.9738,-0.37,0.9738
2024-07-04,0.9713,-0.26,0.9713
2024-07-05,0.9712,-0.01,0.9712
2024-07-08,0.9625,-0.9,0.9625
2024-07-09,0.9715,0.94,0.9715
2024-07-10,0.9711,-0.04,0.9711
2024-07-11,0.9803,0.95,0.9803
2024-07-12,0.9741,-0.63,0.9741
2024-07-15,0.9633,-1.11,0.9633
2024-07-16,0.9683,0.52,0.9683
2024-07-17,0.9628,-0.57,0.9628
2024-07-18,0.966,0.33,0.966
2024-07-19,0.9692,0.33,0.9692
2024-07-22,0.9704,0.12,0.9704
2024-07-23,0.9544,-1.65,0.9544
2024-07-24,0.9461,-0.87,0.9461
2024-07-25,0.9439,-0.23,0.9439
2024-07-26,0.9536,1.03,0.9536
2024-07-29,0.9481,-0.58,0.9481
2024-07-30,0.9494,0.14,0.9494
2024-07-31,0.9716,2.34,0.9716
2024-08-01,0.9695,-0.22,0.9695
2024-08-02,0.9589,-1.09,0.9589
2024-08-05,0.9449,-1.46,0.9449
2024-08-06,0.9491,0.44,0.9491
2024-08-07,0.9484,-0.07,0.9484
